Name,Attribute,Type,Level,Attack,Defense,Description,Property,Status,Limitation text
Arcana Force XVIII - The Moon,LIGHT,Fairy / Effect,7,2800,2800,"When this card is Summoned, toss a coin: ● Heads: During your Standby Phase, you can Special Summon 1 ""Moon Token"" (Fairy-Type/LIGHT/Level 1/ATK 0/DEF 0). ● Tails: During each of your End Phases, select 1 monster you control and give control of it to your opponent.",,,
Arcana Force XXI - The World,LIGHT,Fairy / Effect,8,3100,3100,"When this card is Summoned, toss a coin: ● Heads: During your End Phase, you can send 2 monsters you control to the Graveyard to skip your opponent's next turn. ● Tails: During your opponent's Draw Phase, add the top card of their Graveyard to their hand.",,,
Arcana Knight Joker,LIGHT,Warrior / Fusion / Effect,9,3800,2500,"""Queen's Knight"" + ""Jack's Knight"" + ""King's Knight""
A Fusion Summon of this card can only be done with the above materials. Once per turn, when a Spell/Trap Card, or monster effect, is activated that targets this face-up card on the field (Quick Effect): You can discard the same type of card (Monster, Spell, or Trap); negate the effect.",,,
Arcane Archer of the Forest,EARTH,Warrior / Effect,3,900,1400,"While there is a Plant-Type monster on your side of the field, this card cannot be attacked. By Tributing 1 Plant-Type monster on your side of the field, destroy 1 Spell or Trap Card on the field.",,,
Archfiend General,DARK,Fiend / Effect,4,2100,800,"You can discard this card to the Graveyard to add 1 ""Pandemonium"" from your Deck to your hand. If this card is on the field but ""Pandemonium"" is not on the field, destroy this card.",,,
Archfiend Marmot of Nefariousness,EARTH,Beast,2,400,600,An air marmot that has a nefarious horn and wings. It attacks by throwing acorns.,,,
Archfiend Mirror,DARK,Fiend,2,700,600,"''A wicked mirror that hypnotizes enemies, diverting attacks from their intended targets.''",,,
Archfiend of Gilfer,DARK,Fiend / Effect,6,2200,2500,When this card is sent to the Graveyard: You can target 1 face-up monster on the field; equip that target with this card. That monster loses 500 ATK while equipped with this card.,,,
Archfiend Soldier,DARK,Fiend,4,1900,1500,An expert at battle who belongs to a crack diabolical unit. He's famous because he always gets the job done.,,,
Archfiend's Oath,,Magic,,,,"Once per turn: You can pay 500 Life Points, then declare 1 card name; excavate the top card of your Deck, and if it is the declared card, add it to your hand. Otherwise, send it to the Graveyard.",Continuous,,
Archfiend's Roar,,Trap,,,,"Pay 500 Life Points, then target 1 ""Archfiend"" monster in your Graveyard; Special Summon that target. It cannot be Tributed. Destroy it during the End Phase of this turn.",Normal,,
Archlord Zerato,LIGHT,Fairy / Effect,8,2800,2300,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 face-up ""Warrior of Zera"" on your side of the field while ""The Sanctuary in the Sky"" is on the field. If ""The Sanctuary in the Sky"" is on your side of the field, by discarding 1 LIGHT Monster Card from your hand to the Graveyard, destroy all monsters on your opponent's side of the field. If ""The Sanctuary in the Sky"" is not on your side of the field, this effect is not applied.",,,
Arlownay,EARTH,Plant,3,800,1000,"''A lady monster dwelling in a flower, she sprinkles the air with poisonous pollen.''",,,
Arma Knight,WATER,Aqua,4,1000,1200,''An ammonite warrior that has protected the seas throughout history.'',,,
Armageddon Knight,DARK,Warrior / Effect,4,1400,1200,When this card is Summoned: You can send 1 DARK monster from your Deck to the GY.,,,
Armaill,EARTH,Warrior,3,700,1300,A strange warrior who manipulates three deadly blades with both hands and his tail.,,,
Armed Changer,,Magic,,,,"Send 1 Equip Spell Card from your hand to the Graveyard to activate this card. If the equipped monster destroys a monster by battle, the controller of this Equip Card can add 1 monster with ATK equal to or less than the equipped monster from their Graveyard to their hand.",Equip,,
Armed Dragon LV10,WIND,Dragon / Effect,10,3000,2000,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 1 ""Armed Dragon LV7"". You can send 1 card from your hand to the GY; destroy all face-up monsters your opponent controls.",,,
Armed Dragon LV3,WIND,Dragon / Effect,3,1200,900,"During your Standby Phase: You can send this card to the GY; Special Summon 1 ""Armed Dragon LV5"" from your hand or Deck.",,,
Armed Dragon LV5,WIND,Dragon / Effect,5,2400,1700,"You can send 1 monster from your hand to the GY, then target 1 monster your opponent controls with ATK less than or equal to the sent monster's ATK; destroy that target. During the End Phase, if this card destroyed a monster by battle this turn: You can send this card to the GY; Special Summon 1 ""Armed Dragon LV7"" from your hand or Deck.",,,
Armed Dragon LV7,WIND,Dragon / Effect,7,2800,1000,"Cannot be Normal Summoned/Set. Must be Special Summoned by ""Armed Dragon LV5"". You can send 1 monster from your hand to the GY; destroy all monsters your opponent controls with ATK less than or equal to that sent monster's ATK.",,,
Armed Ninja,EARTH,Warrior / Flip / Effect,1,300,300,"FLIP: Target 1 Spell Card on the field; destroy that target. (If the target is Set, reveal it, and destroy it if it is a Spell Card. Otherwise, return it to its original position.)",,,
Armed Samurai - Ben Kei,DARK,Warrior / Effect,4,500,800,"For each Equip Card equipped to this card, it gains 1 additional attack during each Battle Phase.",,,
Armityle the Chaos Phantasm,DARK,Fiend / Fusion / Effect,12,0,0,"""Uria, Lord of Searing Flames"" + ""Hamon, Lord of Striking Thunder"" + ""Raviel, Lord of Phantasms""
Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. (You do not use ""Polymerization"".) Cannot be destroyed by battle. Gains 10,000 ATK during your turn only.",,,
Armor Break,,Trap,,,,Negate the activation of an Equip Spell Card and destroy it.,Counter,,
Armor Breaker,EARTH,Warrior / Union / Effect,3,800,800,"Once per turn, you can equip this card to a Warrior-Type monster you control, OR unequip it to Special Summon this card in face-up Attack Position. While equipped to a monster by this effect, when that monster inflicts Battle Damage to your opponent, destroy 1 card on the field. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed by battle, this card is destroyed instead.)",,,
Armor Exe,LIGHT,Rock / Effect,4,2400,1400,"This card cannot attack in the same turn it is Normal Summoned, Flip Summoned, or Special Summoned. During each of your and your opponent's Standby Phases, remove 1 Spell Counter on your side of the field. If you do not, destroy this card.",,,
Armored Cybern,WIND,Machine / Union / Effect,4,0,2000,"Once per turn, you can either: Target 1 ""Cyber Dragon"" you control, or 1 Fusion Monster you control that lists ""Cyber Dragon"" as Fusion Material; equip this card to that target, OR: Unequip this card and Special Summon it. Once per turn, while equipped to a monster by this effect: You can target 1 face-up monster on the field; the equipped monster loses exactly 1000 ATK (even if this card leaves the field), and if it does, destroy that target. If the equipped monster would be destroyed by battle or card effect, destroy this card instead.",,,
Armored Glass,,Trap,,,,You can only activate this card when a monster is equipped with an Equip Card. Negate the effects of all Equip Cards on the field during the turn this card is activated.,Normal,,
Armored Lizard,EARTH,Reptile,4,1500,1200,A lizard with a very tough hide and a vicious bite.,,,
Armored Rat,EARTH,Beast,3,950,1100,''The fur on this monster rat is tough enough to repel swords.'',,,
Armored Starfish,WATER,Aqua,4,850,1400,A bluish starfish with a solid hide capable of fending off attacks.,,,
Armored Zombie,DARK,Zombie,3,1500,0,This warrior blindly swings a deadly blade with devastating force.,,,
Armoroid,EARTH,Machine / Effect,8,2700,2000,"If this card is Tribute Summoned by Tributing at least 1 ""roid"" monster: Banish all Spells and Traps on the field.",,,
Array of Revealing Light,,Magic,,,,"Declare 1 Type of monster. Any monster of the declared Type cannot declare an attack during the turn it is Normal Summoned, Flip Summoned or Special Summoned.",Field,,
Arsenal Bug,EARTH,Insect / Effect,3,2000,2000,"If you control no other Insect-Type monsters, this card's ATK and DEF become 1000.",,,
Arsenal Robber,,Trap,,,,Your opponent selects 1 Equip Spell Card from his/her Deck and sends it to the Graveyard.,Normal,,
Arsenal Summoner,WIND,Spellcaster / Flip / Effect,4,1600,1600,"FLIP: Add 1 ""Guardian"" card from your Deck to your hand, except ""Celtic Guardian"", ""Winged Dragon, Guardian of the Fortress #1"", ""Winged Dragon, Guardian of the Fortress #2"", ""Guardian of the Labyrinth"", or ""The Reliable Guardian"".",,,
Assault Armor,,Magic,,,,"Equip only to a Warrior-Type monster that is the only monster you control. It gains 300 ATK. During your Main Phase 1, you can send this equipped card to the Graveyard to allow the equipped monster to attack twice during each Battle Phase this turn.",Equip,,
Assault on GHQ,,Trap,,,,"Target 1 monster you control; destroy it, then send 2 cards from the top of your opponent's Deck to the GY.",Normal,,
Astral Barrier,,Trap,,,,If your opponent's monster attacks a monster you control: You can make the attack a direct attack instead.,Continuous,,
Asura Priest,LIGHT,Fairy / Spirit / Effect,4,1700,1200,Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. This card can attack all monsters your opponent controls once each.,,,
Aswan Apparition,DARK,Fiend / Effect,3,500,500,"If this card inflicts Battle Damage to your opponent's Life Points, you can return 1 Trap Card from your Graveyard to the top of your Deck.",,,
Athena,LIGHT,Fairy / Effect,7,2600,800,"If another Fairy monster(s) is Summoned: Inflict 600 damage to your opponent. Once per turn: You can send 1 face-up Fairy monster you control to the GY, except ""Athena"", then target 1 Fairy monster in your GY, except ""Athena""; Special Summon that target.",,,
Atlantean Pikeman,WATER,Sea Serpent,2,1400,0,"The Great Ocean Lord, who reigns over the depths, is served by these lancers. Deep-sea creatures exist in fear of facing the stream of attacks their lances are capable of.",,,
Atomic Firefly,LIGHT,Insect / Effect,1,100,200,"When this face-up card on the field attacks or is attacked and it is destroyed as a result of battle, the player who destroyed it takes 1000 points of damage.",,,
Attack and Receive,,Trap,,,,"You can only activate this card when you take damage to your Life Points. Inflict 700 points of damage to your opponent's Life Points. Also, inflict 300 points of damage to your opponent's Life Points for each ""Attack and Receive"" card in your Graveyard.",Normal,,
Attack Reflector Unit,,Trap,,,,"Tribute 1 ""Cyber Dragon"". Special Summon 1 ""Cyber Barrier Dragon"" from your hand or Deck.",Normal,,
Aussa the Earth Charmer,EARTH,Spellcaster / Flip / Effect,3,500,1500,"FLIP: While this card is face-up on the field, take control of 1 EARTH monster your opponent controls.",,,
Autonomous Action Unit,,Magic,,,,"Pay 1500 Life Points, then target 1 monster in your opponent's Graveyard; Special Summon that target to your side of the field in face-up Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster.",Equip,,
